location_name,location,target_variable,date,value,source,snapshot_date
Lithuania,LT,inc death,2020-08-29,1,ECDC,2022-08-12
Lithuania,LT,inc death,2020-09-05,0,ECDC,2022-08-12
Lithuania,LT,inc death,2020-09-12,1,ECDC,2022-08-12
Lithuania,LT,inc death,2020-09-19,2,ECDC,2022-08-12
Lithuania,LT,inc death,2020-09-26,10,ECDC,2022-08-12
Lithuania,LT,inc death,2020-10-03,15,ECDC,2022-08-12
Lithuania,LT,inc death,2020-10-10,9,ECDC,2022-08-12
Lithuania,LT,inc death,2020-10-17,34,ECDC,2022-08-12
Lithuania,LT,inc death,2020-10-24,41,ECDC,2022-08-12
Lithuania,LT,inc death,2020-10-31,73,ECDC,2022-08-12
Lithuania,LT,inc death,2020-11-07,128,ECDC,2022-08-12
Lithuania,LT,inc death,2020-11-14,181,ECDC,2022-08-12
Lithuania,LT,inc death,2020-11-21,208,ECDC,2022-08-12
Lithuania,LT,inc death,2020-11-28,202,ECDC,2022-08-12
Lithuania,LT,inc death,2020-12-05,278,ECDC,2022-08-12
Lithuania,LT,inc death,2020-12-12,308,ECDC,2022-08-12
Lithuania,LT,inc death,2020-12-19,329,ECDC,2022-08-12
Lithuania,LT,inc death,2020-12-26,228,ECDC,2022-08-12
Lithuania,LT,inc death,2021-01-02,389,ECDC,2022-08-12
Lithuania,LT,inc death,2021-01-09,229,ECDC,2022-08-12
Lithuania,LT,inc death,2021-01-16,180,ECDC,2022-08-12
Lithuania,LT,inc death,2021-01-23,153,ECDC,2022-08-12
Lithuania,LT,inc death,2021-01-30,123,ECDC,2022-08-12
Lithuania,LT,inc death,2021-02-06,86,ECDC,2022-08-12
Lithuania,LT,inc death,2021-02-13,74,ECDC,2022-08-12
Lithuania,LT,inc death,2021-02-20,88,ECDC,2022-08-12
Lithuania,LT,inc death,2021-02-27,66,ECDC,2022-08-12
Lithuania,LT,inc death,2021-03-06,83,ECDC,2022-08-12
Lithuania,LT,inc death,2021-03-13,56,ECDC,2022-08-12
Lithuania,LT,inc death,2021-03-20,52,ECDC,2022-08-12
Lithuania,LT,inc death,2021-03-27,56,ECDC,2022-08-12
Lithuania,LT,inc death,2021-04-03,65,ECDC,2022-08-12
Lithuania,LT,inc death,2021-04-10,69,ECDC,2022-08-12
Lithuania,LT,inc death,2021-04-17,79,ECDC,2022-08-12
Lithuania,LT,inc death,2021-04-24,77,ECDC,2022-08-12
Lithuania,LT,inc death,2021-05-01,50,ECDC,2022-08-12
Lithuania,LT,inc death,2021-05-08,89,ECDC,2022-08-12
Lithuania,LT,inc death,2021-05-15,67,ECDC,2022-08-12
Lithuania,LT,inc death,2021-05-22,44,ECDC,2022-08-12
Lithuania,LT,inc death,2021-05-29,44,ECDC,2022-08-12
Lithuania,LT,inc death,2021-06-05,33,ECDC,2022-08-12
Lithuania,LT,inc death,2021-06-12,18,ECDC,2022-08-12
Lithuania,LT,inc death,2021-06-19,8,ECDC,2022-08-12
Lithuania,LT,inc death,2021-06-26,5,ECDC,2022-08-12
Lithuania,LT,inc death,2021-07-03,5,ECDC,2022-08-12
Lithuania,LT,inc death,2021-07-10,1,ECDC,2022-08-12
Lithuania,LT,inc death,2021-07-17,6,ECDC,2022-08-12
Lithuania,LT,inc death,2021-07-24,5,ECDC,2022-08-12
Lithuania,LT,inc death,2021-07-31,13,ECDC,2022-08-12
Lithuania,LT,inc death,2021-08-07,33,ECDC,2022-08-12
Lithuania,LT,inc death,2021-08-14,54,ECDC,2022-08-12
Lithuania,LT,inc death,2021-08-21,53,ECDC,2022-08-12
Lithuania,LT,inc death,2021-08-28,66,ECDC,2022-08-12
Lithuania,LT,inc death,2021-09-04,56,ECDC,2022-08-12
Lithuania,LT,inc death,2021-09-11,113,ECDC,2022-08-12
Lithuania,LT,inc death,2021-09-18,125,ECDC,2022-08-12
Lithuania,LT,inc death,2021-09-25,145,ECDC,2022-08-12
Lithuania,LT,inc death,2021-10-02,138,ECDC,2022-08-12
Lithuania,LT,inc death,2021-10-09,170,ECDC,2022-08-12
Lithuania,LT,inc death,2021-10-16,210,ECDC,2022-08-12
Lithuania,LT,inc death,2021-10-23,226,ECDC,2022-08-12
Lithuania,LT,inc death,2021-10-30,239,ECDC,2022-08-12
Lithuania,LT,inc death,2021-11-06,416,ECDC,2022-08-12
Lithuania,LT,inc death,2021-11-13,382,ECDC,2022-08-12
Lithuania,LT,inc death,2021-11-20,324,ECDC,2022-08-12
Lithuania,LT,inc death,2021-11-27,278,ECDC,2022-08-12
Lithuania,LT,inc death,2021-12-04,137,ECDC,2022-08-12
Lithuania,LT,inc death,2021-12-11,141,ECDC,2022-08-12
Lithuania,LT,inc death,2021-12-18,179,ECDC,2022-08-12
Lithuania,LT,inc death,2021-12-25,98,ECDC,2022-08-12
Lithuania,LT,inc death,2022-01-01,79,ECDC,2022-08-12
Lithuania,LT,inc death,2022-01-08,104,ECDC,2022-08-12
Lithuania,LT,inc death,2022-01-15,91,ECDC,2022-08-12
Lithuania,LT,inc death,2022-01-22,68,ECDC,2022-08-12
Lithuania,LT,inc death,2022-01-29,41,ECDC,2022-08-12
Lithuania,LT,inc death,2022-02-05,194,ECDC,2022-08-12
Lithuania,LT,inc death,2022-02-12,156,ECDC,2022-08-12
Lithuania,LT,inc death,2022-02-19,42,ECDC,2022-08-12
Lithuania,LT,inc death,2022-02-26,95,ECDC,2022-08-12
Lithuania,LT,inc death,2022-03-05,98,ECDC,2022-08-12
Lithuania,LT,inc death,2022-03-12,52,ECDC,2022-08-12
Lithuania,LT,inc death,2022-03-19,29,ECDC,2022-08-12
Lithuania,LT,inc death,2022-03-26,34,ECDC,2022-08-12
Lithuania,LT,inc death,2022-04-02,22,ECDC,2022-08-12
Lithuania,LT,inc death,2022-04-09,17,ECDC,2022-08-12
Lithuania,LT,inc death,2022-04-16,14,ECDC,2022-08-12
Lithuania,LT,inc death,2022-04-23,8,ECDC,2022-08-12
Lithuania,LT,inc death,2022-04-30,9,ECDC,2022-08-12
Lithuania,LT,inc death,2022-05-07,1,ECDC,2022-08-12
Lithuania,LT,inc death,2022-05-14,1,ECDC,2022-08-12
Lithuania,LT,inc death,2022-05-21,3,ECDC,2022-08-12
Lithuania,LT,inc death,2022-05-28,2,ECDC,2022-08-12
Lithuania,LT,inc death,2022-06-04,1,ECDC,2022-08-12
Lithuania,LT,inc death,2022-06-11,3,ECDC,2022-08-12
Lithuania,LT,inc death,2022-06-18,2,ECDC,2022-08-12
Lithuania,LT,inc death,2022-06-25,3,ECDC,2022-08-12
Lithuania,LT,inc death,2022-07-02,2,ECDC,2022-08-12
Lithuania,LT,inc death,2022-07-09,2,ECDC,2022-08-12
Lithuania,LT,inc death,2022-07-16,3,ECDC,2022-08-19
Lithuania,LT,inc death,2022-07-23,8,ECDC,2022-08-26
Lithuania,LT,inc death,2022-07-30,2,ECDC,2022-09-02
Lithuania,LT,inc death,2022-08-06,3,ECDC,2022-09-09
Lithuania,LT,inc death,2022-08-13,14,ECDC,2022-09-16
Lithuania,LT,inc death,2022-08-20,14,ECDC,2022-09-23
Lithuania,LT,inc death,2022-08-27,9,ECDC,2022-09-23
Lithuania,LT,inc death,2022-09-03,4,ECDC,2022-09-23
Lithuania,LT,inc death,2022-09-10,0,ECDC,2022-09-23
Lithuania,LT,inc death,2022-09-17,4,ECDC,2022-09-23
Luxembourg,LU,inc death,2020-01-04,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-01-11,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-01-18,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-01-25,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-02-01,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-02-08,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-02-15,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-02-22,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-02-29,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-03-07,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-03-14,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-03-21,5,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-03-28,11,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-04-04,13,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-04-11,26,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-04-18,11,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-04-25,8,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-05-02,6,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-05-09,3,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-05-16,5,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-05-23,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-05-30,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-06-06,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-06-13,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-06-20,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-06-27,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-07-04,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-07-11,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-07-18,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-07-25,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-08-01,6,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-08-08,4,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-08-15,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-08-22,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-08-29,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-09-05,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-09-12,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-09-19,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-09-26,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-10-03,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-10-10,6,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-10-17,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-10-24,10,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-10-31,10,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-11-07,29,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-11-14,29,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-11-21,35,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-11-28,46,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-12-05,34,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-12-12,47,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-12-19,37,ECDC,2022-08-12
Luxembourg,LU,inc death,2020-12-26,41,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-01-02,27,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-01-09,30,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-01-16,28,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-01-23,15,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-01-30,23,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-02-06,21,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-02-13,18,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-02-20,21,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-02-27,25,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-03-06,38,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-03-13,31,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-03-20,33,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-03-27,29,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-04-03,22,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-04-10,15,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-04-17,14,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-04-24,6,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-05-01,11,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-05-08,9,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-05-15,5,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-05-22,12,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-05-29,4,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-06-05,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-06-12,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-06-19,5,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-06-26,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-07-03,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-07-10,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-07-17,7,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-07-24,3,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-07-31,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-08-07,3,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-08-14,3,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-08-21,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-08-28,0,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-09-04,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-09-11,3,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-09-18,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-09-25,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-10-02,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-10-09,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-10-16,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-10-23,1,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-10-30,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-11-06,6,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-11-13,7,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-11-20,3,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-11-27,9,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-12-04,7,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-12-11,10,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-12-18,10,ECDC,2022-08-12
Luxembourg,LU,inc death,2021-12-25,8,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-01-01,7,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-01-08,13,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-01-15,10,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-01-22,9,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-01-29,6,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-02-05,17,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-02-12,19,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-02-19,21,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-02-26,17,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-03-05,14,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-03-12,13,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-03-19,19,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-03-26,22,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-04-02,15,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-04-09,15,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-04-16,14,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-04-23,27,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-04-30,25,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-05-07,9,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-05-14,5,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-05-21,6,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-05-28,4,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-06-04,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-06-11,4,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-06-18,2,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-06-25,7,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-07-02,3,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-07-09,4,ECDC,2022-08-12
Luxembourg,LU,inc death,2022-07-16,1,ECDC,2022-08-19
Luxembourg,LU,inc death,2022-07-23,0,ECDC,2022-08-26
Luxembourg,LU,inc death,2022-07-30,1,ECDC,2022-09-02
Luxembourg,LU,inc death,2022-08-06,2,ECDC,2022-09-09
Luxembourg,LU,inc death,2022-08-13,0,ECDC,2022-09-16
Luxembourg,LU,inc death,2022-08-20,0,ECDC,2022-09-23
Luxembourg,LU,inc death,2022-08-27,2,ECDC,2022-09-23
Luxembourg,LU,inc death,2022-09-03,1,ECDC,2022-09-23
Luxembourg,LU,inc death,2022-09-10,0,ECDC,2022-09-23
Luxembourg,LU,inc death,2022-09-17,2,ECDC,2022-09-23
Malta,MT,inc death,2020-01-04,0,ECDC,2022-08-12
Malta,MT,inc death,2020-01-11,0,ECDC,2022-08-12
Malta,MT,inc death,2020-01-18,0,ECDC,2022-08-12
Malta,MT,inc death,2020-01-25,0,ECDC,2022-08-12
Malta,MT,inc death,2020-02-01,0,ECDC,2022-08-12
Malta,MT,inc death,2020-02-08,0,ECDC,2022-08-12
Malta,MT,inc death,2020-02-15,0,ECDC,2022-08-12
Malta,MT,inc death,2020-02-22,0,ECDC,2022-08-12
Malta,MT,inc death,2020-02-29,0,ECDC,2022-08-12
Malta,MT,inc death,2020-03-07,0,ECDC,2022-08-12
Malta,MT,inc death,2020-03-14,0,ECDC,2022-08-12
Malta,MT,inc death,2020-03-21,0,ECDC,2022-08-12
Malta,MT,inc death,2020-03-28,0,ECDC,2022-08-12
Malta,MT,inc death,2020-04-04,0,ECDC,2022-08-12
Malta,MT,inc death,2020-04-11,3,ECDC,2022-08-12
Malta,MT,inc death,2020-04-18,0,ECDC,2022-08-12
Malta,MT,inc death,2020-04-25,1,ECDC,2022-08-12
Malta,MT,inc death,2020-05-02,0,ECDC,2022-08-12
Malta,MT,inc death,2020-05-09,1,ECDC,2022-08-12
Malta,MT,inc death,2020-05-16,1,ECDC,2022-08-12
Malta,MT,inc death,2020-05-23,0,ECDC,2022-08-12
Malta,MT,inc death,2020-05-30,3,ECDC,2022-08-12
Malta,MT,inc death,2020-06-06,0,ECDC,2022-08-12
Malta,MT,inc death,2020-06-13,0,ECDC,2022-08-12
Malta,MT,inc death,2020-06-20,0,ECDC,2022-08-12
Malta,MT,inc death,2020-06-27,0,ECDC,2022-08-12
Malta,MT,inc death,2020-07-04,0,ECDC,2022-08-12
Malta,MT,inc death,2020-07-11,0,ECDC,2022-08-12
Malta,MT,inc death,2020-07-18,0,ECDC,2022-08-12
Malta,MT,inc death,2020-07-25,0,ECDC,2022-08-12
Malta,MT,inc death,2020-08-01,0,ECDC,2022-08-12
Malta,MT,inc death,2020-08-08,0,ECDC,2022-08-12
Malta,MT,inc death,2020-08-15,0,ECDC,2022-08-12
Malta,MT,inc death,2020-08-22,1,ECDC,2022-08-12
Malta,MT,inc death,2020-08-29,1,ECDC,2022-08-12
Malta,MT,inc death,2020-09-05,3,ECDC,2022-08-12
Malta,MT,inc death,2020-09-12,1,ECDC,2022-08-12
Malta,MT,inc death,2020-09-19,5,ECDC,2022-08-12
Malta,MT,inc death,2020-09-26,11,ECDC,2022-08-12
Malta,MT,inc death,2020-10-03,8,ECDC,2022-08-12
Malta,MT,inc death,2020-10-10,2,ECDC,2022-08-12
Malta,MT,inc death,2020-10-17,4,ECDC,2022-08-12
Malta,MT,inc death,2020-10-24,6,ECDC,2022-08-12
Malta,MT,inc death,2020-10-31,13,ECDC,2022-08-12
Malta,MT,inc death,2020-11-07,12,ECDC,2022-08-12
Malta,MT,inc death,2020-11-14,21,ECDC,2022-08-12
Malta,MT,inc death,2020-11-21,14,ECDC,2022-08-12
Malta,MT,inc death,2020-11-28,22,ECDC,2022-08-12
Malta,MT,inc death,2020-12-05,18,ECDC,2022-08-12
Malta,MT,inc death,2020-12-12,18,ECDC,2022-08-12
Malta,MT,inc death,2020-12-19,21,ECDC,2022-08-12
Malta,MT,inc death,2020-12-26,20,ECDC,2022-08-12
Malta,MT,inc death,2021-01-02,10,ECDC,2022-08-12
Malta,MT,inc death,2021-01-09,13,ECDC,2022-08-12
Malta,MT,inc death,2021-01-16,6,ECDC,2022-08-12
Malta,MT,inc death,2021-01-23,12,ECDC,2022-08-12
Malta,MT,inc death,2021-01-30,16,ECDC,2022-08-12
Malta,MT,inc death,2021-02-06,15,ECDC,2022-08-12
Malta,MT,inc death,2021-02-13,11,ECDC,2022-08-12
Malta,MT,inc death,2021-02-20,11,ECDC,2022-08-12
Malta,MT,inc death,2021-02-27,11,ECDC,2022-08-12
Malta,MT,inc death,2021-03-06,19,ECDC,2022-08-12
Malta,MT,inc death,2021-03-13,17,ECDC,2022-08-12
Malta,MT,inc death,2021-03-20,21,ECDC,2022-08-12
Malta,MT,inc death,2021-03-27,15,ECDC,2022-08-12
Malta,MT,inc death,2021-04-03,11,ECDC,2022-08-12
Malta,MT,inc death,2021-04-10,4,ECDC,2022-08-12
Malta,MT,inc death,2021-04-17,7,ECDC,2022-08-12
Malta,MT,inc death,2021-04-24,4,ECDC,2022-08-12
Malta,MT,inc death,2021-05-01,3,ECDC,2022-08-12
Malta,MT,inc death,2021-05-08,1,ECDC,2022-08-12
Malta,MT,inc death,2021-05-15,0,ECDC,2022-08-12
Malta,MT,inc death,2021-05-22,0,ECDC,2022-08-12
Malta,MT,inc death,2021-05-29,2,ECDC,2022-08-12
Malta,MT,inc death,2021-06-05,0,ECDC,2022-08-12
Malta,MT,inc death,2021-06-12,0,ECDC,2022-08-12
Malta,MT,inc death,2021-06-19,1,ECDC,2022-08-12
Malta,MT,inc death,2021-06-26,0,ECDC,2022-08-12
Malta,MT,inc death,2021-07-03,0,ECDC,2022-08-12
Malta,MT,inc death,2021-07-10,0,ECDC,2022-08-12
Malta,MT,inc death,2021-07-17,0,ECDC,2022-08-12
Malta,MT,inc death,2021-07-24,1,ECDC,2022-08-12
Malta,MT,inc death,2021-07-31,2,ECDC,2022-08-12
Malta,MT,inc death,2021-08-07,3,ECDC,2022-08-12
Malta,MT,inc death,2021-08-14,4,ECDC,2022-08-12
Malta,MT,inc death,2021-08-21,6,ECDC,2022-08-12
Malta,MT,inc death,2021-08-28,4,ECDC,2022-08-12
Malta,MT,inc death,2021-09-04,4,ECDC,2022-08-12
Malta,MT,inc death,2021-09-11,5,ECDC,2022-08-12
Malta,MT,inc death,2021-09-18,4,ECDC,2022-08-12
Malta,MT,inc death,2021-09-25,4,ECDC,2022-08-12
Malta,MT,inc death,2021-10-02,2,ECDC,2022-08-12
Malta,MT,inc death,2021-10-09,0,ECDC,2022-08-12
Malta,MT,inc death,2021-10-16,0,ECDC,2022-08-12
Malta,MT,inc death,2021-10-23,1,ECDC,2022-08-12
Malta,MT,inc death,2021-10-30,1,ECDC,2022-08-12
Malta,MT,inc death,2021-11-06,1,ECDC,2022-08-12
Malta,MT,inc death,2021-11-13,0,ECDC,2022-08-12
Malta,MT,inc death,2021-11-20,1,ECDC,2022-08-12
Malta,MT,inc death,2021-11-27,5,ECDC,2022-08-12
Malta,MT,inc death,2021-12-04,0,ECDC,2022-08-12
Malta,MT,inc death,2021-12-11,3,ECDC,2022-08-12
Malta,MT,inc death,2021-12-18,0,ECDC,2022-08-12
Malta,MT,inc death,2021-12-25,4,ECDC,2022-08-12
Malta,MT,inc death,2022-01-01,4,ECDC,2022-08-12
Malta,MT,inc death,2022-01-08,9,ECDC,2022-08-12
Malta,MT,inc death,2022-01-15,18,ECDC,2022-08-12
Malta,MT,inc death,2022-01-22,26,ECDC,2022-08-12
Malta,MT,inc death,2022-01-29,15,ECDC,2022-08-12
Malta,MT,inc death,2022-02-05,22,ECDC,2022-08-12
Malta,MT,inc death,2022-02-12,20,ECDC,2022-08-12
Malta,MT,inc death,2022-02-19,7,ECDC,2022-08-12
Malta,MT,inc death,2022-02-26,8,ECDC,2022-08-12
Malta,MT,inc death,2022-03-05,4,ECDC,2022-08-12
Malta,MT,inc death,2022-03-12,6,ECDC,2022-08-12
Malta,MT,inc death,2022-03-19,8,ECDC,2022-08-12
Malta,MT,inc death,2022-03-26,9,ECDC,2022-08-12
Malta,MT,inc death,2022-04-02,10,ECDC,2022-08-12
Malta,MT,inc death,2022-04-09,21,ECDC,2022-08-12
Malta,MT,inc death,2022-04-16,13,ECDC,2022-08-12
Malta,MT,inc death,2022-04-23,13,ECDC,2022-08-12
Malta,MT,inc death,2022-04-30,10,ECDC,2022-08-12
Malta,MT,inc death,2022-05-07,11,ECDC,2022-08-12
Malta,MT,inc death,2022-05-14,4,ECDC,2022-08-12
Malta,MT,inc death,2022-05-21,4,ECDC,2022-08-12
Malta,MT,inc death,2022-05-28,4,ECDC,2022-08-12
Malta,MT,inc death,2022-06-04,2,ECDC,2022-08-12
Malta,MT,inc death,2022-06-11,3,ECDC,2022-08-12
Malta,MT,inc death,2022-06-18,4,ECDC,2022-08-12
Malta,MT,inc death,2022-06-25,10,ECDC,2022-08-12
Malta,MT,inc death,2022-07-02,8,ECDC,2022-08-12
Malta,MT,inc death,2022-07-09,11,ECDC,2022-08-12
Malta,MT,inc death,2022-07-16,13,ECDC,2022-08-19
Malta,MT,inc death,2022-07-23,13,ECDC,2022-08-26
Malta,MT,inc death,2022-07-30,9,ECDC,2022-09-02
Malta,MT,inc death,2022-08-06,1,ECDC,2022-09-09
Malta,MT,inc death,2022-08-13,2,ECDC,2022-09-16
Malta,MT,inc death,2022-08-20,2,ECDC,2022-09-23
Malta,MT,inc death,2022-08-27,2,ECDC,2022-09-23
Malta,MT,inc death,2022-09-03,1,ECDC,2022-09-23
Malta,MT,inc death,2022-09-10,0,ECDC,2022-09-23
Malta,MT,inc death,2022-09-17,2,ECDC,2022-09-23
Netherlands,NL,inc death,2020-01-04,0,ECDC,2022-08-12
Netherlands,NL,inc death,2020-01-11,0,ECDC,2022-08-12
Netherlands,NL,inc death,2020-01-18,0,ECDC,2022-08-12
Netherlands,NL,inc death,2020-01-25,0,ECDC,2022-08-12
Netherlands,NL,inc death,2020-02-01,0,ECDC,2022-08-12
Netherlands,NL,inc death,2020-02-08,0,ECDC,2022-08-12
Netherlands,NL,inc death,2020-02-15,0,ECDC,2022-08-12
Netherlands,NL,inc death,2020-02-22,0,ECDC,2022-08-12
Netherlands,NL,inc death,2020-02-29,0,ECDC,2022-08-12
Netherlands,NL,inc death,2020-03-07,8,ECDC,2022-08-12
Netherlands,NL,inc death,2020-03-14,95,ECDC,2022-08-12
Netherlands,NL,inc death,2020-03-21,566,ECDC,2022-08-12
Netherlands,NL,inc death,2020-03-28,1304,ECDC,2022-08-12
Netherlands,NL,inc death,2020-04-04,1266,ECDC,2022-08-12
Netherlands,NL,inc death,2020-04-11,997,ECDC,2022-08-12
Netherlands,NL,inc death,2020-04-18,748,ECDC,2022-08-12
Netherlands,NL,inc death,2020-04-25,466,ECDC,2022-08-12
Netherlands,NL,inc death,2020-05-02,279,ECDC,2022-08-12
Netherlands,NL,inc death,2020-05-09,182,ECDC,2022-08-12
Netherlands,NL,inc death,2020-05-16,122,ECDC,2022-08-12
Netherlands,NL,inc death,2020-05-23,68,ECDC,2022-08-12
Netherlands,NL,inc death,2020-05-30,45,ECDC,2022-08-12
Netherlands,NL,inc death,2020-06-06,24,ECDC,2022-08-12
